Date,Open,High,Low,Close,Adj Close,Volume
2019-02-05,148.399994,148.690002,147.410004,148.690002,133.475845,2962700
2019-02-06,148.990005,149.490005,148.289993,148.899994,133.664383,3147200
2019-02-07,147.669998,148.899994,147.250000,148.149994,132.991104,2961700
2019-02-08,147.979996,148.639999,147.190002,148.610001,133.404022,3952100
2019-02-11,148.990005,149.320007,148.050003,148.479996,133.287308,2977700
2019-02-12,149.199997,150.509995,148.960007,150.360001,134.974960,2654900
2019-02-13,150.990005,152.679993,150.679993,151.479996,135.980377,2759700
2019-02-14,150.929993,151.639999,149.960007,150.520004,135.118622,2110700
2019-02-15,152.000000,153.320007,151.589996,153.320007,137.632095,3039400
2019-02-19,152.610001,153.750000,152.389999,153.279999,137.596191,2479600
2019-02-20,153.330002,154.839996,153.009995,154.580002,138.763214,2622400
2019-02-21,153.539993,153.750000,152.080002,152.610001,137.725372,2706300
2019-02-22,153.250000,153.600006,152.380005,153.199997,138.257767,2868500
2019-02-25,154.199997,154.679993,153.729996,154.059998,139.033875,2312500
2019-02-26,153.889999,154.809998,153.619995,153.919998,138.907547,1986300
2019-02-27,153.860001,154.740005,153.110001,154.600006,139.521240,1751400
2019-02-28,154.089996,154.570007,153.410004,154.070007,139.042953,2843900
2019-03-01,154.990005,155.850006,154.639999,155.720001,140.532028,3385400
2019-03-04,156.789993,156.979996,153.979996,154.500000,139.430969,4068400
2019-03-05,154.509995,155.190002,153.610001,154.149994,139.115128,3381900
2019-03-06,154.100006,155.020004,153.729996,153.740005,138.745117,3929400
2019-03-07,153.570007,153.839996,151.639999,152.479996,137.608002,3579600
2019-03-08,151.270004,151.809998,150.380005,151.589996,136.804825,2920700
2019-03-11,151.000000,153.229996,150.550003,153.190002,138.248734,2792800
2019-03-12,153.570007,154.369995,152.800003,153.500000,138.528534,1822000
2019-03-13,154.300003,155.440002,153.850006,155.039993,139.918335,2533900
2019-03-14,155.350006,155.630005,154.369995,155.250000,140.107834,2657600
2019-03-15,155.149994,156.009995,155.029999,155.350006,140.198120,5287300
2019-03-18,155.550003,157.089996,154.899994,156.929993,141.623978,2395900
2019-03-19,157.619995,158.160004,156.660004,157.240005,141.903732,2694600
2019-03-20,157.190002,157.679993,155.649994,156.289993,141.046432,2373700
2019-03-21,156.369995,158.910004,156.100006,158.449997,142.995758,1951900
2019-03-22,157.600006,157.830002,155.619995,155.830002,140.631287,2430900
2019-03-25,155.929993,157.229996,155.610001,155.929993,140.721512,2048500
2019-03-26,156.869995,157.869995,156.580002,157.479996,142.120361,2214400
2019-03-27,157.330002,158.289993,156.199997,157.110001,141.786423,2764700
2019-03-28,157.619995,158.669998,157.009995,158.539993,143.076935,2179200
2019-03-29,159.190002,159.490005,157.979996,158.919998,143.419922,2704700
2019-04-01,160.000000,161.770004,159.759995,161.470001,145.721207,2393600
2019-04-02,161.320007,161.550003,159.860001,161.039993,145.333145,3332700
2019-04-03,161.630005,161.949997,160.160004,160.289993,144.656250,3815200
2019-04-04,160.259995,161.350006,159.789993,161.070007,145.360199,1967300
2019-04-05,161.619995,162.179993,161.179993,161.699997,145.928772,1745000
2019-04-08,161.199997,162.100006,160.550003,162.059998,146.253616,1854000
2019-04-09,161.179993,161.529999,160.550003,160.850006,145.161682,1932500
2019-04-10,160.800003,160.800003,159.210007,159.970001,144.367493,2381000
2019-04-11,160.179993,161.050003,159.679993,160.899994,145.206726,1756200
2019-04-12,161.910004,162.630005,161.399994,162.470001,146.623657,2118900
2019-04-15,162.750000,162.869995,161.789993,162.000000,146.199478,2392800
2019-04-16,162.580002,162.919998,162.130005,162.860001,146.975616,3007100
2019-04-17,163.309998,164.649994,162.660004,162.889999,147.002686,3416400
2019-04-18,167.520004,169.860001,165.889999,169.059998,152.570892,6376900
2019-04-22,168.250000,169.419998,167.500000,168.240005,151.830872,3264700
2019-04-23,168.250000,172.000000,168.009995,171.809998,155.052673,4169400
2019-04-24,171.770004,172.110001,171.050003,171.289993,154.583405,3825200
2019-04-25,170.699997,170.949997,168.619995,170.419998,153.798248,3340300
2019-04-26,170.160004,172.289993,170.000000,172.250000,155.449738,2703300
2019-04-29,171.899994,173.119995,171.770004,172.550003,155.720490,2943100
2019-04-30,173.009995,174.009995,172.479996,173.630005,156.695160,3651700
2019-05-01,173.759995,174.339996,170.830002,170.940002,154.267548,3762200
2019-05-02,170.410004,171.539993,169.559998,171.380005,154.664612,4421600
2019-05-03,171.580002,173.639999,171.399994,173.539993,156.613953,4128600
2019-05-06,170.490005,173.500000,170.259995,172.610001,155.774673,3001700
2019-05-07,170.690002,171.770004,168.880005,169.850006,153.283844,4683900
2019-05-08,169.750000,171.440002,169.500000,170.360001,153.744125,2899600
2019-05-09,169.220001,170.500000,168.179993,170.389999,153.771164,2959600
2019-05-10,169.759995,172.100006,168.020004,171.630005,154.890213,2342300
2019-05-13,168.479996,168.899994,165.309998,166.820007,150.549393,3704800
2019-05-14,166.929993,169.279999,166.800003,168.160004,151.758698,2620700
2019-05-15,167.000000,170.000000,166.529999,169.380005,152.859695,1869400
2019-05-16,169.860001,172.050003,169.779999,170.789993,154.132156,3032800
2019-05-17,169.270004,171.210007,168.850006,169.949997,153.374084,2095000
2019-05-20,169.389999,169.960007,168.009995,168.619995,152.173813,2061700
2019-05-21,169.850006,170.570007,169.059998,169.600006,153.058228,2536400
2019-05-22,169.470001,170.490005,169.000000,169.309998,152.796509,2251500
2019-05-23,166.960007,167.279999,165.330002,166.440002,150.937454,2716300
2019-05-24,167.750000,167.860001,166.539993,166.679993,151.155136,2035500
2019-05-28,166.860001,167.619995,164.940002,165.259995,149.867371,3877400
2019-05-29,163.720001,165.130005,162.679993,164.369995,149.060272,2527900
2019-05-30,164.660004,165.740005,164.589996,165.449997,150.039688,1951600
2019-05-31,163.740005,165.220001,163.649994,164.309998,149.005829,1895500
2019-06-03,164.479996,166.970001,164.320007,166.470001,150.964676,2384800
2019-06-04,168.050003,168.800003,166.940002,168.149994,152.488174,2700200
2019-06-05,169.169998,169.679993,168.220001,169.410004,153.630844,2707400
2019-06-06,169.470001,170.679993,168.919998,170.259995,154.401672,2229200
2019-06-07,171.059998,173.240005,170.929993,172.259995,156.215378,2027800
2019-06-10,173.490005,173.970001,171.199997,171.279999,155.326630,3015800
2019-06-11,172.490005,173.410004,170.389999,171.649994,155.662201,1726700
2019-06-12,171.860001,173.169998,171.440002,172.899994,156.795776,1570800
2019-06-13,173.570007,173.589996,172.330002,173.190002,157.058762,1400700
2019-06-14,172.940002,173.509995,171.100006,172.809998,156.714142,1627600
2019-06-17,173.380005,173.500000,172.020004,172.360001,156.306091,1646400
2019-06-18,173.559998,176.429993,173.139999,175.750000,159.380295,2883700
2019-06-19,175.639999,176.149994,174.250000,175.410004,159.071976,2187000
2019-06-20,176.419998,177.360001,175.130005,176.289993,159.869995,4234300
2019-06-21,176.880005,176.889999,173.559998,174.309998,158.074448,3813800
2019-06-24,174.289993,175.509995,174.210007,174.610001,158.346497,1795600
2019-06-25,175.020004,175.410004,173.630005,173.940002,157.738907,1843700
2019-06-26,174.550003,174.789993,173.539993,173.589996,157.421494,1815800
2019-06-27,174.080002,174.619995,173.210007,173.839996,157.648209,1811600
2019-06-28,174.190002,175.380005,174.000000,174.589996,158.328354,3551300
2019-07-01,176.630005,176.990005,175.660004,176.809998,160.341568,1613600
2019-07-02,176.990005,177.479996,176.149994,176.619995,160.169281,1407000
2019-07-03,176.770004,178.470001,176.210007,178.399994,161.783447,1240000
2019-07-05,177.210007,177.449997,174.669998,176.589996,160.142075,1208800
2019-07-08,176.300003,176.309998,174.800003,175.669998,159.307739,1573900
2019-07-09,175.000000,175.759995,174.589996,175.520004,159.171722,1595900
2019-07-10,176.119995,176.940002,174.369995,174.460007,158.210449,1865600
2019-07-11,174.830002,175.029999,173.240005,174.539993,158.282990,2426400
2019-07-12,174.750000,177.190002,174.750000,177.139999,160.640839,2197200
2019-07-15,177.360001,177.360001,174.529999,175.009995,158.709229,1668000
2019-07-16,175.000000,175.889999,174.300003,174.779999,158.500687,1989000
2019-07-17,174.570007,174.649994,168.520004,168.619995,152.914398,5475500
2019-07-18,170.600006,173.880005,169.699997,173.880005,157.684509,4128000
2019-07-19,174.039993,175.000000,172.919998,172.990005,156.877380,3037900
2019-07-22,173.020004,174.490005,172.429993,173.580002,157.412415,1764200
2019-07-23,175.210007,175.589996,173.470001,174.860001,158.573212,2081300
2019-07-24,174.250000,175.309998,173.800003,173.960007,157.757050,1751300
2019-07-25,174.550003,174.660004,173.009995,173.770004,157.584732,1759200
2019-07-26,173.520004,173.729996,172.660004,173.610001,157.439636,1758900
2019-07-29,173.860001,174.860001,173.380005,174.529999,158.273956,1519800
2019-07-30,174.220001,174.949997,173.339996,173.910004,157.711685,1433500
2019-07-31,173.479996,173.979996,170.169998,172.460007,156.396774,2896900
2019-08-01,171.889999,173.809998,169.250000,169.550003,153.757797,2751600
2019-08-02,168.889999,169.050003,166.639999,168.009995,152.361252,2154700
2019-08-05,165.179993,165.990005,160.889999,162.009995,146.920074,3295400
2019-08-06,163.369995,165.529999,163.220001,164.520004,149.196304,3604800
2019-08-07,162.960007,163.839996,161.070007,163.389999,148.171570,3079200
2019-08-08,164.589996,167.440002,164.199997,167.009995,151.454346,2428800
2019-08-09,166.889999,167.669998,165.250000,166.669998,151.146042,1802100
2019-08-12,165.419998,166.869995,164.419998,164.690002,149.350449,1490200
2019-08-13,164.910004,170.029999,164.500000,167.979996,152.334030,3221800
2019-08-14,166.029999,166.789993,163.979996,164.039993,148.760986,2457300
2019-08-15,163.320007,163.889999,161.100006,162.270004,147.895172,2220400
2019-08-16,163.809998,165.559998,163.220001,165.029999,150.410660,1748200
2019-08-19,167.210007,167.330002,165.500000,165.860001,151.167145,1647200
2019-08-20,165.610001,165.850006,163.389999,163.470001,148.988831,1726200
2019-08-21,165.000000,165.000000,162.779999,163.789993,149.280487,1732200
2019-08-22,164.679993,164.899994,161.580002,162.899994,148.469345,1940000
2019-08-23,161.479996,162.279999,155.490005,156.490005,142.627182,4342900
2019-08-26,157.869995,158.029999,154.910004,156.910004,143.009979,3094000
2019-08-27,158.110001,158.199997,156.240005,157.479996,143.529495,2530200
2019-08-28,157.169998,160.000000,156.460007,159.550003,145.416107,2363400
2019-08-29,161.479996,164.000000,160.940002,163.600006,149.107346,3919300
2019-08-30,165.000000,165.639999,164.100006,164.619995,150.036972,3156600
2019-09-03,163.509995,164.460007,162.649994,163.529999,149.043549,2799500
2019-09-04,165.179993,167.729996,165.179993,167.139999,152.333755,3974700
2019-09-05,168.610001,170.960007,168.509995,170.369995,155.277588,4511600
2019-09-06,170.949997,171.789993,170.520004,171.160004,155.997635,3327800
2019-09-09,171.889999,172.729996,169.059998,169.660004,154.630508,4991800
2019-09-10,168.630005,169.639999,166.899994,169.610001,154.584915,4221600
2019-09-11,169.789993,171.360001,169.199997,171.279999,156.107010,4047500
2019-09-12,171.529999,172.000000,168.399994,168.630005,153.691742,2777500
2019-09-13,168.929993,169.179993,167.479996,167.710007,152.853226,2739600
2019-09-16,167.039993,167.410004,165.759995,166.210007,151.486130,2427700
2019-09-17,166.490005,166.789993,165.259995,166.460007,151.713989,2287200
2019-09-18,165.889999,167.990005,165.509995,167.970001,153.090240,1831700
2019-09-19,168.080002,168.759995,166.529999,166.770004,151.996521,1950200
2019-09-20,167.600006,168.710007,166.690002,168.309998,153.400116,5050400
2019-09-23,166.740005,167.809998,166.210007,167.139999,152.333755,2325500
2019-09-24,167.789993,168.449997,164.929993,165.759995,151.075943,2638200
2019-09-25,165.929993,167.279999,165.259995,166.929993,152.142334,1645000
2019-09-26,166.869995,168.000000,166.470001,167.029999,152.233521,1983000
2019-09-27,167.860001,168.479996,166.309998,168.039993,153.154022,2514800
2019-09-30,168.830002,169.539993,168.059998,169.199997,154.211273,2079500
2019-10-01,169.550003,170.160004,164.020004,164.190002,149.645065,2793200
2019-10-02,162.139999,162.830002,159.440002,161.080002,146.810593,4520100
2019-10-03,160.610001,161.529999,158.839996,161.520004,147.211578,3088200
2019-10-04,162.000000,163.770004,161.830002,163.630005,149.134659,2741600
2019-10-07,163.279999,164.570007,162.539993,163.179993,148.724533,2214400
2019-10-08,161.320007,161.369995,158.589996,158.619995,144.568512,3418100
2019-10-09,160.630005,160.669998,158.750000,159.839996,145.680405,1680400
2019-10-10,159.860001,162.250000,159.850006,160.970001,146.710312,1613100
2019-10-11,163.009995,165.350006,162.740005,163.529999,149.043549,2244900
2019-10-14,163.619995,164.220001,162.509995,162.979996,148.542297,1055900
2019-10-15,163.520004,164.820007,163.119995,163.639999,149.143784,2814500
2019-10-16,163.610001,164.339996,162.679993,163.630005,149.134659,3449800
2019-10-17,166.300003,168.990005,165.589996,167.520004,152.680099,3302700
2019-10-18,167.149994,167.470001,162.429993,165.570007,150.902802,4421900
2019-10-21,166.970001,169.240005,166.570007,168.940002,153.974274,2534400
2019-10-22,168.699997,170.110001,167.889999,168.940002,153.974274,3290100
2019-10-23,169.940002,170.000000,169.000000,169.850006,154.803696,2379100
2019-10-24,169.960007,171.720001,168.960007,171.460007,156.271042,2181000
2019-10-25,171.240005,172.100006,170.649994,171.630005,156.425995,1950200
2019-10-28,171.970001,173.720001,171.970001,172.679993,157.382935,2367200
2019-10-29,172.100006,173.309998,171.639999,173.160004,157.820465,2714000
2019-10-30,173.240005,175.000000,173.050003,174.600006,159.132889,1956400
2019-10-31,174.169998,174.600006,171.630005,172.729996,157.428513,2143200
2019-11-01,174.289993,176.289993,173.929993,176.119995,160.518234,2835200
2019-11-04,176.600006,180.000000,176.600006,180.000000,164.054520,4383300
2019-11-05,179.770004,181.830002,179.229996,180.679993,164.674286,5156200
2019-11-06,180.679993,180.979996,179.720001,180.809998,164.792786,2742400
2019-11-07,181.800003,181.990005,179.380005,179.660004,163.744614,2548800
2019-11-08,179.660004,181.229996,179.550003,181.210007,165.157364,1636800
2019-11-11,180.690002,181.440002,179.789993,180.830002,164.811005,1594600
2019-11-12,181.169998,183.119995,181.100006,182.009995,165.886475,1816900
2019-11-13,180.789993,182.789993,180.509995,181.949997,165.831757,1855200
2019-11-14,180.669998,181.369995,179.110001,179.649994,164.549469,2208300
2019-11-15,180.910004,181.949997,180.660004,181.750000,166.472946,3242700
2019-11-18,181.440002,181.440002,179.380005,179.800003,164.686813,2405800
2019-11-19,180.500000,180.699997,179.009995,180.119995,164.979965,2673200
2019-11-20,180.929993,181.699997,176.539993,177.220001,162.323700,4190700
2019-11-21,176.929993,177.690002,175.399994,176.529999,161.691681,3135100
2019-11-22,176.880005,177.520004,175.660004,176.789993,161.929825,1852200
2019-11-25,177.860001,177.949997,175.970001,176.509995,161.673386,2657500
2019-11-26,177.500000,179.690002,177.059998,178.520004,163.514450,4578900
2019-11-27,178.589996,179.649994,178.130005,179.419998,164.338806,1044800
2019-11-29,178.779999,179.169998,177.679993,178.550003,163.541931,1633100
2019-12-02,178.550003,178.750000,174.300003,174.320007,159.667480,3053500
2019-12-03,172.580002,173.309998,171.259995,172.550003,158.046234,3775500
2019-12-04,173.970001,175.990005,173.149994,173.210007,158.650772,2933400
2019-12-05,173.669998,174.300003,172.630005,174.009995,159.383514,2342100
2019-12-06,174.910004,176.229996,174.740005,175.460007,160.711655,2118000
2019-12-09,175.179993,175.759995,174.250000,174.490005,159.823196,1556500
2019-12-10,174.490005,174.800003,173.660004,174.039993,159.411011,2027800
2019-12-11,174.589996,176.190002,174.190002,176.009995,161.215408,2174100
2019-12-12,176.339996,178.160004,175.199997,177.389999,162.479416,2277600
2019-12-13,177.389999,178.789993,176.830002,176.979996,162.103882,2050200
2019-12-16,177.270004,178.000000,176.139999,176.399994,161.572662,3207600
2019-12-17,176.250000,177.240005,175.809998,176.699997,161.847382,3039800
2019-12-18,176.559998,177.029999,174.410004,174.639999,159.960587,3614700
2019-12-19,175.009995,176.619995,174.490005,176.500000,161.664230,2680600
2019-12-20,177.149994,177.690002,176.149994,176.410004,161.581787,4351900
2019-12-23,177.380005,177.380005,175.809998,176.429993,161.600128,2577700
2019-12-24,176.440002,176.850006,175.729996,176.309998,161.490189,625500
2019-12-26,176.559998,176.899994,175.720001,176.880005,162.012314,1269700
2019-12-27,177.080002,177.240005,176.289993,176.479996,161.645905,1303900
2019-12-30,176.559998,177.000000,175.759995,176.419998,161.590973,1670100
2019-12-31,176.460007,177.080002,175.460007,177.000000,162.122177,1728900
2020-01-02,177.500000,180.800003,177.139999,180.789993,165.593643,2857400
2020-01-03,178.339996,179.830002,177.410004,178.860001,163.825897,2805200
2020-01-06,177.839996,178.380005,176.929993,177.509995,162.589325,3277900
2020-01-07,177.369995,178.070007,175.589996,177.610001,162.680954,3002800
2020-01-08,177.669998,179.100006,176.729996,177.759995,162.818344,2545500
2020-01-09,178.699997,179.429993,178.059998,179.070007,164.018234,1789500
2020-01-10,179.899994,179.899994,178.139999,178.679993,163.660980,1671700
2020-01-13,179.250000,181.339996,178.690002,181.270004,166.033295,2261900
2020-01-14,180.490005,181.220001,179.509995,180.449997,165.282211,2191200
